address,allocation
0x26825Ea5D00ce468eea72CDb1C7489a7CD4b8a98,90267111490353490000000
0x0BEe31bAE2DEE860E65062F56930119880d653F8,23075073681120095000000
0xB0F3a833B8681A8AD37Be933FC98e60b5a304360,48754151066235620000000
0x4BFDbF0841e476E8D4Dba376afB31E72Ae53a06B,53187371278110690000000
0x8350DcC861Eb85042CE79C51626A2DAbc15D7A15,56879920584187280000000
0x95A5bfAe4Fc7aafF6872c35e663A2787CF52FA60,28799427040504000000000
0xE085486Da5262ED10b01075269D5Fcf3Ab3b523b,39948619829694380000000
0x3B269f3c8A27b1d44A20ffED8435E47Eb329E220,11870528732924306000000
0x912919B3F21dec53c3D183777f29dfA31dFCd896,47248259246664230000000
0x10d30305004A525c26D24d35CF7bD57cC3Bc244E,78799265253029300000000
0x7B2133789870a5601323Fc64954D5C231D7F731a,46962514858817540000000
0x214F479b1c486F0202bD5f0fF1D74441d27D5062,87719543198758470000000
0x19f13E0998E5603b94eeC02a94E3d0282ACD9A37,98987820708836110000000
0x4A5cB79dF47Ab928D78B4a0cfec627679F80Bb67,12030265420727193000000
0x03e3671b1cC1A6005E71543F5328a2e9d950AEfd,80262383703242420000000
0x5E63F36F4d1C108eC1f5b7Ab566EB12eD1Fb23B2,87336798551676870000000
0xa8f032932f34Aec5119BAB97Ac1993BC5aE7cb98,287910901757249800000
0xe3c9E354b20c926d805c70d623693923f5960f2C,86234838515095460000000
0x1D8E4e930C48b584d07D1CCf909edCBcd9D21Bce,55069720806476460000000
0x20fC301e5546907d6978a2232b217620A86d6373,58556360468147795000000
0xe1f4c445F6A11a11aF4433f7BC760aC38A7d13fe,64275285112089890000000
0xd4297146A4c8BECFa7FE43e9500B3Bcf927B89e7,44679804662741650000000
0x6505064A9A573D2676aaAA69Bae5b398f9Bb2D00,94844489884578490000000
0xE4582c3D9f094ca080369521776Bf983745468AC,31224304478555634000000
0x2196051C73A07E60Da5eBf337306B17F1FE772FF,12995262104877265000000
0x4fc71F45Bd3cD4fC9257cd7c04A3a466C510fb83,25378188837266986000000
0x9244BEb6D0d203eca9bCBb2b5d2f15750953809B,15867076663577840000000
0x8F74f724a17127Dbd9F7EFfAd761E8EcAfE5188F,85359561208864270000000
0xcD484a870102C1fc453e335c6DF71EE14A083b7d,2799743367272057600000
0xDe800EbeCe1D714853437273FA03b60F9BE406cC,68679043309970600000000
0xa09140e2cdb46Bb07D63053C2Fa51c352020319b,47140790889132935000000
0x345034350dCA15FEFfE3481CD1A58959D006d9C7,49202075945801080000000
0x43a650E7c569ab5ddD01F1198ad5DC99fFEc832c,59814659603809670000000
0x35B533C006De4ac9694b6e109D2F62ea42D615B4,64839288586457050000000
0x2F4B9E058B62E1F303c92f73fCcb3d6fc8aB1F3e,93182474863763930000000
0x02481e2be1ffa4aEb40bdAbDDBCB49229a4Ae761,60565994910898340000000
0x9760465F20BB284d540eC0563b812e5c28F3c725,64226768363176510000000
0x1F3E603284b41773Bae7193C6715c162E7662c45,36831287978893735000000
0xcf9d681Dca91328F5Df90139B6dF838FD4F7099D,31235079706820437000000
0x87916E42608cB03721c2674056B407cD937046DD,33966871161549810000000
0x13364B4A73e36e8864a238E10845AdefD110E283,34194892747938470000000
0xE670B3a7c2035B754Ef165Cab534BF78c608324d,75922762869298210000000
0x0eb5975b603bA822535b4CdAb0606E239ED11b66,41017227965240460000000
0xcd2AEAF293eE1b9e317001f405bc5c0762eBFD42,13174478743231968000000
0xB01D4E02ebE162d85005B81bC86C2c7d08F670c4,15890359071506340000000
0xf609fd4524629db6F2D0DdF765C82722Fb98BD7F,87389365242545110000000
0xFC5161B35e26ED2C19E2d7B538805734944f0469,37595091776640525000000
0x821331b386065B6B8E3Ebfa1d75daA5eC0C84F5f,24632546013066047000000
0xCc83303c889dd739eBd2998Bc79277Ce2c5D6290,3713191875408631000000
0xA57792A09aD09CCc567FFe7bb5b6c23A51a9b9F7,16279403594056230000000
0x2c382c6b8c200c42306C7278EA181c66F6db9aAc,33032114898220990000000
0x4F92F4C58616E31DB3376CafD5010BEEa910C32c,71857242589460570000000
0xCE78d1Eb399af6e7c337F7Cb6C3CD120367c1dCC,5018837605254860000000
0xD72D1f8c562ba636Fc4a6dCC69817D8358b5bB9F,52868041679988980000000
0xBfCeD6d67c378a56da647a2afBE4619322c6C527,44728509645954900000000
0x4B0203Ba2e361c7416604BcFf972aE57D372CD95,41781097169706400000000
0x972B453911850DC8c0211bC191AD2C3Fde1C3860,38816759656224420000000
0xf59946e976B9cb3c08d473083d1F05dfdB86AA18,80066019212475880000000
0x7C1179E5B2Ab1Ba41fD15A025d5525448C14d51C,22434826564946372000000
0xf7E6142c14a654EE5BC3Cbdb0bE9B48722Ef5749,98359053522702300000000
0x1725bdFCB488BBDbBa6A75b11CEbCEbE54531248,59558347226092860000000
0x23fd4e66Acd575f505D46A21be5aA1aC011429E0,62140998194203310000000
0x3168b0011CF4b7d93C914F3dA54454ce64Ec9731,54003121108533516000000
0x68e0f47259A5a60335026C7c78156B2AbF1C9207,89037658690374710000000
0x7Ae7457f7aFB949a74CA50394556Ffa8A10040f9,91716151967125090000000
0x9F8B6219a3210a5BD298c2E8e5eDde8b9398Be8B,74881372266774900000000
0x59ba99ca653A9D82Ffc7A7a00813dc188C35aE8f,33514318174324320000000
0xD058067dD1735200a8505e4F9242f43bb8FF7450,72825182783294610000000
0x4149aDc0b200BaFBF93Ebdce6a90C80540f3931B,40894378537586820000000
0x9712c5d6df7Ae4b9903Cb6B563B9302e123558C4,99087190045568020000000
0x1F17ebd5f792574A30a494235EBa482cC0411fba,2095922139556765000000
0x95bBaFCe87C71A471148AdC372cD5A812056B02d,97604096107178730000000
0x47bAeae61147E02D50F3dF5e8982F6199066dDb5,81722349060642330000000
0x4E337D2f598DA401D0a3EB41e03aC9c1504c7C3b,2235188351863577700000
0x623263aF005737ae64487d75B248E7C8aC986AD1,96244982319071100000000
0x231DD9C9c64f23DF2033Db56A2d1a5f24BE131B4,72353535703198430000000
0x1C9BA3896bbAD3c374DA49249EA0B383c6EF8494,79773026480407380000000
0xE67d285dC56e4B34CAB59e26a2275807D743E404,22265690724598106000000
0xF25F80389FE9Fe2eaEa24F9D216E0E250718ef6E,57504833389596075000000
0x9Bc98Ca967bcf552440F668c902b7E1824978579,78818466086233220000000
0x827B2724bb373Df93C65c8D8B2b09975e7163410,71359764918381440000000
0xA71B6635301a6693449D71c83C44E7DCD17Ecd39,12892251500887874000000
0x15eC7F6AC96A67C234037D986F539689d16d9458,8235770331008725000000
0xC370adC9d64703660628C537d3E7504Dd99ffE64,28969050392865670000000
0x02D99751A1451764df3B8f5b3A3c56FF1C129C0d,64773697023958970000000
0x48507CD8575d6871646d3E2281DAc9BDDfd2b0Fa,81622119699681100000000
0xDf7826fe209Cd2ECA29b2279F38c2b1F74E7201B,66002242400701610000000
0x7D5A2af494Ad25F68C927F99c9a02f140352f625,19281589970532910000000
0x82bED46FE38eb47d2E37838aF312f477b9C7e029,36388029216013885000000
0xb3ad3317da382decb9d72F97c76D63AAB5f7d834,25246094274638042000000
0x47812b9b8Ed553c9404C61D7EA9096D538092e90,75361472766519660000000
0x8952F8781252045B801D5Cc16B30162E4229d63e,50641756207503380000000
0x1A34E2230B6f16B23688021bB4b7F5A8A3E9611C,96902147802218530000000
0x3605059db0242583495Cb765789DA366d5Fd30fd,56141015924223720000000
0x193E542bB0c6fda8777aEB0d0edaa4fBDa28A6b8,45752555327703290000000
0xA12CFb741B89e83ce5De24E05E1A1f0ed704fc0E,52944075611921384000000
0xBEfeeaeb4d0BEF5e9D4CA2FC14156f642D039D62,1551193338876607600000
0x033b318D47e43aaA6Bc17F5275Fd3a140Fae1488,97703807590973390000000
0xA1DF04bC67C7645101724cAe711E6A2D8bC2b770,18904814905509887000000
0xF6d0610ebc14CFc646C0f7569147e9c562e4557C,19069586625173477000000
0xf3B4A51f8161c73eCF9F933a98bc0582f1C1E791,49467335734688015000000
0x5a5003789A0391f214F1Ddaa9E17dE62e5cd0014,35167699643780330000000
0x6324BE29db1C3F488e2778158EF014261032C14A,35221431674092550000000
0xC74019258e46c0DdfcF699C945B7F9c7e59B6160,29023621445205394000000
0x964a25F9B78f78f661d546e34f7d4229bC295ebf,38273241811618550000000
0x7EF594cf76C014316336E5A1F7139FD26F2cb646,60130109099006780000000
0x0b675cE40C141e152EEDC71eFBBDB12B0EB96F00,82651373424474640000000
0xF32193E90E93a7E37846735ab90F956bfB781713,675268368384002900000
0x3ec4efcE8d1a0F8CD7ee48C2Eb72070e8fa36AB6,22500502260886360000000
0x44e164c06ad4AB271EeED35D2b4b6E8c16Ef9b87,23162882008408895000000
0xc7B35A8A3576Cbe160C2737345E911468241118C,32166907734217115000000
0x1830d7266F4104671E5b9D8e10efCBbd6199795E,60870287096019994000000
0xf545A7D3327d0Ab347Da3db2C8c62313E164b244,71879566107616850000000
0xF537C2C76B57024478804D9F98dFebef7196CFdA,5211611948207187000000
0x649D37027e372AA9Da837e27c002A521f0DBf48E,80682250129514000000000
0x58C53C2e6D2BA7CbA860a78324f06D65F7Ef4D06,11200670765929533000000
0x893026EB73c974C2327ad06142d0e268EA4d06e2,9849291061925976000000
0x6E47C0b9e89421a9c3720Ab1C15862EF7ae66702,12530690693994715000000
0x03d3D29c562853Ef7A4f439c0c2446034cEA6B9f,45220544879212900000000
0x0cc5A13ece10F3eC8d6662b59E323A22e503033B,23065912094487587000000
0x2cFC2F288536cCfFA090be4aEd1F2AcdF4D01637,10419934604204416000000
0xA6F589B01939B1418D349c3bA6c6deDd0B9645e3,26803181147347840000000
0x05ECE88FC871422dcC769A1075b6AF00D24f6bF1,46540904112800840000000
0x3BD6f8Aba0cF83BABc1b2B8Ba53F74F20846c435,22580909554749810000000
0x6a20411611A44eB4EE074F6D0f384fA327BFabBF,70045913680840430000000
0x3c1eD48a6b5ea58753d1882bB16EB532acC99751,91997064265679340000000
0xd2C9070a52C9efa6E854d4294446c6dA902e9871,69374139337401040000000
0x04282DB04187bEE046F6e1D3Cd608Fb569b56D66,25194011396759997000000
0x0BF06eD3a7F554a868A3c86a6Aa83c53cfE81cB8,2607842269654425300000
0x0a34404e0EED9cF2b908788C26EeE55a74794801,77556614022665560000000
0x7d66C92D80399E4E67E10873624E7d933c669A55,24673988640139403000000
0xE8b7B7234f6e2b1A46F865Df7C85408B76586F28,20774105301131232000000
0xB0246BBa4131271DE4C4063c648CD6637A756073,3554414718029339400000
0xe972F37e9295C98E8c32425e1FDD8d4d111828eC,79141801129688380000000
0xc01D7129FBe966bb5ab1414B6660C072dDE7FF36,88417027578813040000000
0xB669ef438BAc1d4d533686ec1511f10e5d0342d0,67334019190144350000000
0x61671B20ab5CB72ffc05c4B22E080F0c482d94f5,61792479329730966000000
0xF96e77BC210EB688fbfc923A4a2e5dF1AeC25115,30324029305986350000000
0xf31b2f1ae96f9c4e063f67954F6FCAd3687f2050,38980863999832040000000
0x0DE247639BF5A343A991072be8bbfE180C2a3E25,87754882333953100000000
0x6F547Ae690Bf98845718ff16A55d2808bc4BCcD8,42556895294684050000000
0x88e728CbD0eaca37Cc944cf1328C39D69A210C9b,41674230455353460000000
0x3676f42ca1F6309727c40D9853eF86f88ed828A8,14188517542036796000000
0x6dbD5D6886FF6638319BE500664C531B07163eD0,95946289688362770000000
0xBc3a1D339A3e614dd3f80C0369F584ecB2749cAD,13676838425641154000000
0xf72BE1873fde476b312Fa9C0cF56DDEC51F16aed,66438897130925720000000
0x343fAF88A5ba671980e54Bf3B8e80e54Ed43a92c,70739111667185030000000
0xA2e4b74C5C115656B84663310476ecf9295eAA37,7866434234159602000000
0x7FBc736d7FB4d0F8775d215Aa88A1f67364DC072,46223198807714274000000
0x1017AA1F99e3c15C8C086E32928F14552405f022,40712306199958584000000
0x14A8FfBce778747E592177EF6305B8983B4a2D53,24515228861511932000000
0x5CA9b3D5fA9094D80B8Dd8ab70769D9E73D6F0d7,82228355712230030000000
0xDA9B8443F49Cc17020EBCc525a15e0f36648Da45,39423314926613380000000
0x9F53F1f41dd51d377d93b750637e5AdF95c257c6,79489835428210480000000
0xa01B304f5087Af7cd7669D2a3BF32a2BF8160bf0,36410657060297480000000
0x0729013dC205887f995E381AdCd0c883E212538a,61618259477461380000000
0xc0bA3246Aa4b3b4b4602B8BD5C9911B8D986e3fF,58418872514213996000000
0x26F40C15E2A17456740C9280550a01B39254A67F,23957598187862306000000
0xf4e10147AC2CF52793158d1E049f38A5A922E299,83115406618359430000000
0xD17EA4e10B1c847dA39285E8cD477E4E344b4583,20960726307293815000000
0x4c6e32c797Dc34C3050f90aE6AB7Eff899dE556D,25229434436175696000000
0xb79138E5917E9DB0098804da73A8868DCD656a04,63385469394941940000000
0xB47e4611D6BAEA901A5952B6598760bEa2Af8bb3,84014530416845520000000
0xB46389822198260F6482B88E2141b7EA7E572c16,24735730004646397000000
0xfa2dBB32650C9a585d9ceFF590c8551D2B485a30,61808723214902560000000
0xBC8a3Fd2469a81F02278267c4200D29571fe2D39,15131351044935285000000
0x6d87E53CB1f685898a389AB6a3516953725f6dDf,11931640225095456000000
0x188e3CBF14Cb64787dc48F81aDCff3A8fa853762,6914523228491800000000
0xc3620e04C461cc77ff44bC75E250CE6e859a8C47,57798409630523250000000
0x4132BFd218577395e24d273c91BF58f6Fc413fCA,24294319669439938000000
0xbAe19B09f90d2d1Fd81798a24705437A770B3b3c,45444030943161255000000
0xb292AbB2174Fc6adD21113696672980Ba3E90427,32195686971401505000000
0x576694507DAe9098860053a5Acfbd255b2648fb6,22395732671558882000000
0x16af94e0BD94495CC5bF7eBa0E22BDb1b483A52c,40179503816453270000000
0x969D9d138E2841B59B0653e476Bb09DE256083b6,46199630638470160000000
0xF468a84E078A40Cc14c9d2e05fb265f4096c6F19,21751449029166306000000
0xD9fE87D4d26a295BEB6e510d4C30AC094E205Fd1,57146594227259106000000
0xA443B324390D1231bd0136db767456D3e02629e6,29240349443666340000000
0xac95B9cdFA6Af09D8C86a41E22AD7402032203A5,31114690023121446000000
0x673041a42a6091462036AA3567112AA57B4F4389,60255503206841204000000
0x055753B7FC35BdcC3Cc8814dd6Ff6dDEf17b45E1,64309649253328450000000
0x63ac55aa2f2ff961aD96bA958C106C1c5d6Aef3F,73926930261677520000000
0x31eD69b04e5eeBD3fA64409efC67EbDB307640E3,28036114406932230000000
0x182c05A7a39D5Bc19AA006044840eea563cdb42A,88580246859811140000000
0x34Cf3ce8f5694EC0402B34AB1F8961A0Ffd7158A,94991595005938780000000
0x0a1B208D2BE46Ea501B84EEfeD57A0C33900a1fb,46637417850799895000000
0x0EAe2f9b93457511E2f7103bbEabB58257Ea71e8,96404486459678110000000
0x9549cc75646c046D2a80eC50586717571453D365,17144240979594810000000
0x040C92079AdC050e73577e907b8bAC69929BE17B,53210456166461490000000
0x6A36b1aDF44728072d1D3ff7783af5759faCC592,25478236680340980000000
0xB7c8fc135a5bdAd2eC98DA23a48fe2dBfBBC315D,83185103209172260000000
0x999Af35FCC546d903D2Ba1C26eB96Fd2DD7a93d2,94499647680648760000000
0x23F4Fc53330Aa68CE584f581E8a1267cb07c5801,8890123747441437000000
0xa00eA18D04811a4C91A961ac49dD1Bc35667f9f5,37066501602054750000000
0x6Caa79Dd10165f760aFb4383e5f134616a70956D,49470789437081360000000
0xFdfddd9CfC582E04cbBC24f6DDdE07F362bb2226,95253667929107130000000
0x6C230847C3BeA00D4A5b8c0306b10a31a24b744E,28729147390230206000000
0xad0f286Db0d30CefBc167C4C2665714c08fD8AA1,84559718797689570000000
0xcEF92bfC7Ec909D79a43ed8218726023fb9C05d3,86301956082478570000000
0xB751E90271D86856CAF2364ac1347310c7a9dFD1,6676427963587317000000
0x5760B4fcd296aC6439356be014ed746b7021C8b5,91931330197381420000000
0x12d1fA94084254790d60F700c135d65A06045A8C,23555253751421067000000
0x9485F7A89EDf5Eb756A29d4AD36c434C115Ac63c,70243219801225470000000
0xc7426Af71B078DBBeC23baA1B42E07E7D6098BBe,28987483290937435000000
0x61671D84e5c1F895C006d0113b7FC5ae1C7DFC76,78032275090356810000000
0x7C8abc668C5b7bf6A91Ec3C68b233E9DcA7681C1,66023965427594220000000
0xF65A7aA87BE16f86D95Dc832C98d8f35feA0a55C,99204292803461810000000
0xfe5AA4f05aCf8d13147F726beefb657090fd9F1D,13684152082041031000000
0xD66fBBd541CDabaad41Ee81d0Ab8a91b77d67Dbb,82347856231628760000000
0xa5560940B6418fE619Cb249E52a51c327553ec37,69741149496217700000000
0xd80de225d5cE88DfC685d8dD3D6Cc301daa2a290,79601571340062230000000
0x0eACd6bbC919a44f067a3C142C4e97ac0E68b207,23871912102662210000000
0xA1EDbc65102307F8649dE7b4979118671f32aaE2,14771667955196865000000
0x4a89D998319c943e5DDAf62039D1BB8f677EA5ea,81850540771946940000000
0xDE939F257D3658C4cC26A4b3a9Ac36F9eCC46565,69978004262311400000000
0x99E46fdB79387112697396AC869Cc697c6d93480,79621788938730300000000
0x71CCF7Fc40aEC33F894e1B0d79868D3C1F4C2D1a,45444545916340920000000
0x5C2105d380c6066621ff6c016A3C3e1F07B1711A,71413016523991650000000
0x88EdD78951a0219Ba7E35868aeE16f59F87e866D,54679957683783450000000
0x6502E95f906B7C21305F369677E80B61B7d4408e,37433038617358565000000
0x5E42ef9191Bd26BA4ef65eE15f1EF519CCf6C4Ab,74488482680689660000000
0xF652e14369Fa9674AC630F567760dc100d76B3F6,91687929857522410000000
0x129Bd0d4D1dF643AeBcA1945c4e2142946519AfF,38252914050303676000000
0x9f2920CE47f357CAa8cD2D59242662a59774318d,82013052020018850000000
0xe4cec2Eed830F5b7ce040D1d243A548a787CE2cD,79013157882338130000000
0xD4E12e7337344A7b60d56E309f4c3e1219Fc9A4B,72555049129848350000000
0xfd0912a22a7E817ab068FE05DE946C3e2986bffc,60555577264242966000000
0x8f5112836626d32c909493d743EBeB74F12bb265,51472167245245360000000
0x2068e936a4a3461B7e56F0d19a7aB0bBe0572360,14127841871649362000000
0x17a6A5b611De8548dEF9D1c2DdB78a64fDd1F622,26349540664325010000000
0xDf8C24d84ee4DF735AaD44043d883dCdc47CF1f0,6636426296099854000000
0x65aC6ede8E5Ec56B723207eD67167988E7B68870,27368390708162995000000
0x65B06D917De44305574A7a5A402e0efd756d7433,87329318114686600000000
0x2820694FD1cF892a79b9B3D0B8910915f7B9eba3,54269676658134920000000
0x4aF281B2338703c71bD9B7a4B26434093Dd829e3,12703760754574952000000
0x49A3751296e56cE9E0C4eb71c88D2C04501351f5,36167580030925710000000
0x3E9da8033952956094cBB3BC0fCF8A55E20f06aA,55231863234409860000000
0xEE187DEC1A89f32C1d1330f7515687a9A931430f,92046592215617220000000
0xb2061eC07c2f068D3B898D3c042758E818725A3B,42386723625324720000000
0x69b5e32F333055DE5BfB40497FfaEaaCb8B7b4d7,16308628180266556000000
0xbdC69B511Cdb1200412DAB52D630beDDB3b4EA45,54725465359049194000000
0xEaAB735833672811999108fb3914555917B26437,43880723863482920000000
0xc3301aC83079454dD353b160565ED67AF7c5B380,43735859100119360000000
0xBe7F03bA73A284B72F2b30214ba1012d61225f4f,91616988061766580000000
0x1B9d9e09510A839aF94B958454AA15896d784A21,54111797292412680000000
0x2509560698A630e3f62F129bF39D8B854dBb67fB,31918660468767490000000
0x8D1ff68E676d2d5dC4CFBa2DC8f7594515ED4e9b,71423904907548740000000
0x785f1cE031428c7912f3e9Ff937da237dD751821,67460448656100950000000
0x60aa710429B89c15666920cc044E9bC42504EC2a,8387266516413618000000
0x68FB2a9Ec4c0220b7A2a8e7387b0E26d08A84845,52486635516955794000000
0xB24aD06f503dC20761a57e2476D12Fc83E1124dd,82705459120853600000000
0x29E5F898F46ea62b4C62DEC2c12ca2448Bf07850,18861776131619426000000
0x98FB40f7b719b5bB6f6F9763FF65B628299BCAa6,72456651436952220000000
0xbCf84956bbd52C0b729dD6feBE7f952cf0fD17B5,40277135730573730000000
0x493D61AFa94ebcd5fB96f9A1D89662648cD6521d,56428585716246060000000
0xfB351C603877e61c9A9AF9bbAC302A7C032ea524,5849480091879177000000
0xed5a86dF3D164CFbB32DD5ec0C77ea040B4BEc07,48200456513340070000000
0xa12889033eE4049e017E08E4592d5A35BEbb1a8F,56261844486013510000000
0x643162C191bc3eE7B5f6B7675f3bBdc94FDE308b,45518306822939010000000
0xf154137daAAd0149B352659da61649C4bfeCff42,1684955973694384300000
0x787aaB04706FEe5F1cEb97Ac56E10498410694c3,10498374635720886000000
0x2a788F5DA99b155001F77E4dFb50aE70A4f816BE,80662000634599190000000
0x450e2789e953fC9e813BEB436BF17B0Ec42C20BB,2463634540737056000000
0xB95513Ff84786aBA6F7d5183E4c25b42B231700f,22907490946645765000000
0xd9D38fE54A9B966A2CF4DFd83f536973EE17e30C,54820461155624440000000
0xD52cdDB2899344D49f7B996be27c11768e619E1e,73716498476505770000000
